query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,Upregulated
query_1,TRUE,6.30499625943933e-15,1461,1603,194,0.121023081721772,0.132785763175907,GO:0043207,GO:BP,response to external biotic stimulus,21925,10480,Spring
query_1,TRUE,9.72572155028033e-15,1488,1603,196,0.122270742358079,0.131720430107527,GO:0009607,GO:BP,response to biotic stimulus,21925,3521,Spring
query_1,TRUE,1.27420691248086e-14,1022,1603,149,0.0929507174048659,0.145792563600783,GO:0033993,GO:BP,response to lipid,21925,8310,Spring
query_1,TRUE,3.71948968233867e-14,182,1603,49,0.0305676855895196,0.269230769230769,GO:0042594,GO:BP,response to starvation,21925,10161,Spring
query_1,TRUE,6.72251263172355e-14,178,1603,48,0.0299438552713662,0.269662921348315,GO:0044282,GO:BP,small molecule catabolic process,21925,10851,Spring
query_1,TRUE,1.52758089469336e-13,143,1603,42,0.0262008733624454,0.293706293706294,GO:0009267,GO:BP,cellular response to starvation,21925,3418,Spring
query_1,TRUE,1.24120882038571e-12,604,1603,99,0.0617592014971928,0.163907284768212,GO:0009737,GO:BP,response to abscisic acid,21925,3619,Spring
query_1,TRUE,1.24120882038571e-12,613,1603,100,0.0623830318153462,0.163132137030995,GO:0097305,GO:BP,response to alcohol,21925,18345,Spring
query_1,TRUE,1.44533464411814e-11,317,1603,63,0.0393013100436681,0.198738170347003,GO:1901605,GO:BP,alpha-amino acid metabolic process,21925,21311,Spring
query_1,TRUE,1.87232625743824e-11,435,1603,77,0.0480349344978166,0.177011494252874,GO:0006520,GO:BP,amino acid metabolic process,21925,2233,Spring
query_1,TRUE,3.03833733221154e-10,1636,1603,194,0.121023081721772,0.118581907090465,GO:0006952,GO:BP,defense response,21925,2572,Spring
query_1,TRUE,3.05808892010869e-10,44,1603,20,0.0124766063630692,0.454545454545455,GO:0170035,GO:BP,L-amino acid catabolic process,21925,20022,Spring
query_1,TRUE,3.67729017776136e-10,426,1603,73,0.0455396132252027,0.171361502347418,GO:0006979,GO:BP,response to oxidative stress,21925,2591,Spring
query_1,TRUE,5.27889669168473e-10,65,1603,24,0.0149719276356831,0.369230769230769,GO:1901606,GO:BP,alpha-amino acid catabolic process,21925,21312,Spring
query_1,TRUE,6.17215882586524e-10,320,1603,60,0.0374298190892077,0.1875,GO:0006790,GO:BP,sulfur compound metabolic process,21925,2468,Spring
query_1,TRUE,9.11787986829793e-10,72,1603,25,0.0155957579538366,0.347222222222222,GO:0009063,GO:BP,amino acid catabolic process,21925,3225,Spring
query_1,TRUE,1.19388968528104e-09,446,1603,74,0.0461634435433562,0.165919282511211,GO:0009651,GO:BP,response to salt stress,21925,3555,Spring
query_1,TRUE,3.1887450214117e-09,275,1603,53,0.0330630068621335,0.192727272727273,GO:0170033,GO:BP,L-amino acid metabolic process,21925,20020,Spring
query_1,TRUE,7.04991397001618e-09,5330,1603,497,0.310043668122271,0.0932457786116323,GO:0065007,GO:BP,biological regulation,21925,15666,Spring
query_1,TRUE,7.04991397001618e-09,51,1603,20,0.0124766063630692,0.392156862745098,GO:0170040,GO:BP,proteinogenic amino acid catabolic process,21925,20027,Spring
query_1,TRUE,1.36690878313239e-08,38,1603,17,0.0106051154086089,0.447368421052632,GO:0043562,GO:BP,cellular response to nitrogen levels,21925,10674,Spring
query_1,TRUE,1.36690878313239e-08,407,1603,67,0.041796631316282,0.164619164619165,GO:0048366,GO:BP,leaf development,21925,12534,Spring
query_1,TRUE,1.78370736942614e-08,280,1603,52,0.03243917654398,0.185714285714286,GO:0170039,GO:BP,proteinogenic amino acid metabolic process,21925,20026,Spring
query_1,TRUE,2.36055269620088e-08,316,1603,56,0.0349344978165939,0.177215189873418,GO:0009636,GO:BP,response to toxic substance,21925,3540,Spring
query_1,TRUE,8.28717796747802e-08,2477,1603,257,0.16032439176544,0.103754541784417,GO:0006810,GO:BP,transport,21925,2482,Spring
query_1,TRUE,1.47356591741435e-07,573,1603,82,0.0511540860885839,0.143106457242583,GO:0048827,GO:BP,phyllome development,21925,12905,Spring
query_1,TRUE,1.54764053933878e-07,54,1603,19,0.0118527760449158,0.351851851851852,GO:0072329,GO:BP,monocarboxylic acid catabolic process,21925,17118,Spring
query_1,TRUE,1.95656842654532e-07,39,1603,16,0.0099812850904554,0.41025641025641,GO:0009062,GO:BP,fatty acid catabolic process,21925,3224,Spring
query_1,TRUE,2.75615682083724e-07,235,1603,44,0.0274485339987523,0.187234042553191,GO:0070542,GO:BP,response to fatty acid,21925,15943,Spring
query_1,TRUE,2.99012187502359e-07,5102,1603,468,0.29195258889582,0.0917287338298706,GO:0050789,GO:BP,regulation of biological process,21925,13086,Spring
query_1,TRUE,3.49066914201687e-07,2636,1603,267,0.166562694946974,0.101289833080425,GO:0051179,GO:BP,localization,21925,13378,Spring
query_1,TRUE,3.70590780370856e-07,489,1603,72,0.0449157829070493,0.147239263803681,GO:0032787,GO:BP,monocarboxylic acid metabolic process,21925,7765,Spring
query_1,TRUE,4.29724204074304e-07,2536,1603,258,0.160948222083593,0.101735015772871,GO:0051234,GO:BP,establishment of localization,21925,13403,Spring
query_1,TRUE,4.46613712981774e-07,463,1603,69,0.0430442919525889,0.14902807775378,GO:0009617,GO:BP,response to bacterium,21925,3529,Spring
query_1,TRUE,4.47030290596339e-07,231,1603,43,0.0268247036805989,0.186147186147186,GO:0009753,GO:BP,response to jasmonic acid,21925,3635,Spring
query_1,TRUE,5.50589175317639e-07,275,1603,48,0.0299438552713662,0.174545454545455,GO:0098754,GO:BP,detoxification,21925,18624,Spring
query_1,TRUE,9.3968834399799e-07,271,1603,47,0.0293200249532127,0.173431734317343,GO:0019748,GO:BP,secondary metabolic process,21925,6000,Spring
query_1,TRUE,1.10004997897514e-06,2117,1603,220,0.137242669993762,0.103920642418517,GO:0048731,GO:BP,system development,21925,12821,Spring
query_1,TRUE,1.10004997897514e-06,49,1603,17,0.0106051154086089,0.346938775510204,GO:0034440,GO:BP,lipid oxidation,21925,8570,Spring
query_1,TRUE,1.42199072267729e-06,39,1603,15,0.00935745477230193,0.384615384615385,GO:0019395,GO:BP,fatty acid oxidation,21925,5722,Spring
query_1,TRUE,1.42644339936613e-06,1053,1603,125,0.0779787897691828,0.118708452041785,GO:0048518,GO:BP,positive regulation of biological process,21925,12634,Spring
query_1,TRUE,1.43998947053363e-06,686,1603,90,0.0561447286338116,0.131195335276968,GO:0044283,GO:BP,small molecule biosynthetic process,21925,10852,Spring
query_1,TRUE,1.4537864247893e-06,1239,1603,142,0.0885839051777916,0.114608555286521,GO:0055085,GO:BP,transmembrane transport,21925,14029,Spring
query_1,TRUE,1.61831423260202e-06,791,1603,100,0.0623830318153462,0.126422250316056,GO:0048583,GO:BP,regulation of response to stimulus,21925,12687,Spring
query_1,TRUE,1.6211030278894e-06,1154,1603,134,0.083593262632564,0.116117850953206,GO:0098542,GO:BP,defense response to other organism,21925,18545,Spring
query_1,TRUE,2.08203956276611e-06,35,1603,14,0.00873362445414847,0.4,GO:0006635,GO:BP,fatty acid beta-oxidation,21925,2338,Spring
query_1,TRUE,2.45558981039834e-06,3256,1603,313,0.195258889582034,0.0961302211302211,GO:0032502,GO:BP,developmental process,21925,7558,Spring
query_1,TRUE,2.90605338906636e-06,77,1603,21,0.0131004366812227,0.272727272727273,GO:0030258,GO:BP,lipid modification,21925,6710,Spring
query_1,TRUE,2.95087140851188e-06,1189,1603,136,0.0848409232688709,0.114381833473507,GO:0099402,GO:BP,plant organ development,21925,18844,Spring
query_1,TRUE,4.73787355695511e-06,287,1603,47,0.0293200249532127,0.163763066202091,GO:0042592,GO:BP,homeostatic process,21925,10159,Spring
query_1,TRUE,4.7408995169164e-06,60,1603,18,0.0112289457267623,0.3,GO:0009404,GO:BP,toxin metabolic process,21925,3457,Spring
query_1,TRUE,5.56248586274832e-06,556,1603,75,0.0467872738615097,0.134892086330935,GO:0046394,GO:BP,carboxylic acid biosynthetic process,21925,11956,Spring
query_1,TRUE,5.56248586274832e-06,556,1603,75,0.0467872738615097,0.134892086330935,GO:0016053,GO:BP,organic acid biosynthetic process,21925,5061,Spring
query_1,TRUE,5.56248586274832e-06,67,1603,19,0.0118527760449158,0.283582089552239,GO:0006914,GO:BP,autophagy,21925,2552,Spring
query_1,TRUE,5.56248586274832e-06,67,1603,19,0.0118527760449158,0.283582089552239,GO:0061919,GO:BP,process utilizing autophagic mechanism,21925,15503,Spring
query_1,TRUE,6.45062087221604e-06,255,1603,43,0.0268247036805989,0.168627450980392,GO:0009408,GO:BP,response to heat,21925,3459,Spring
query_1,TRUE,7.20259469981661e-06,196,1603,36,0.0224578914535246,0.183673469387755,GO:0009743,GO:BP,response to carbohydrate,21925,3625,Spring
query_1,TRUE,7.29716269803643e-06,1012,1603,118,0.0736119775421085,0.116600790513834,GO:0048367,GO:BP,shoot system development,21925,12535,Spring
query_1,TRUE,8.07912624133813e-06,3166,1603,302,0.188396756082346,0.0953885028427037,GO:0048856,GO:BP,anatomical structure development,21925,12931,Spring
query_1,TRUE,1.00060175019859e-05,29,1603,12,0.00748596381784155,0.413793103448276,GO:0006995,GO:BP,cellular response to nitrogen starvation,21925,2597,Spring
query_1,TRUE,1.00641890024517e-05,323,1603,50,0.0311915159076731,0.154798761609907,GO:0071215,GO:BP,cellular response to abscisic acid stimulus,21925,16247,Spring
query_1,TRUE,1.00641890024517e-05,323,1603,50,0.0311915159076731,0.154798761609907,GO:0097306,GO:BP,cellular response to alcohol,21925,18346,Spring
query_1,TRUE,1.13103889696797e-05,175,1603,33,0.0205864004990643,0.188571428571429,GO:0044272,GO:BP,sulfur compound biosynthetic process,21925,10846,Spring
query_1,TRUE,1.26411664799967e-05,253,1603,42,0.0262008733624454,0.16600790513834,GO:0048878,GO:BP,chemical homeostasis,21925,12950,Spring
query_1,TRUE,1.36470723822265e-05,2966,1603,284,0.177167810355583,0.095751854349292,GO:0032501,GO:BP,multicellular organismal process,21925,7557,Spring
query_1,TRUE,1.53272122943033e-05,2715,1603,263,0.164067373674361,0.0968692449355433,GO:0007275,GO:BP,multicellular organism development,21925,2788,Spring
query_1,TRUE,1.67561301474397e-05,292,1603,46,0.0286961946350593,0.157534246575342,GO:0009738,GO:BP,abscisic acid-activated signaling pathway,21925,3620,Spring
query_1,TRUE,2.07110585489555e-05,276,1603,44,0.0274485339987523,0.159420289855072,GO:0006631,GO:BP,fatty acid metabolic process,21925,2335,Spring
query_1,TRUE,2.45939380531467e-05,821,1603,98,0.0611353711790393,0.119366626065773,GO:0048522,GO:BP,positive regulation of cellular process,21925,12638,Spring
query_1,TRUE,2.49089630866393e-05,1061,1603,120,0.0748596381784155,0.113100848256362,GO:0032870,GO:BP,cellular response to hormone stimulus,21925,7810,Spring
query_1,TRUE,2.58843061162487e-05,1062,1603,120,0.0748596381784155,0.112994350282486,GO:0071495,GO:BP,cellular response to endogenous stimulus,21925,16497,Spring
query_1,TRUE,2.80928532100944e-05,4693,1603,420,0.262008733624454,0.089494992542084,GO:0050794,GO:BP,regulation of cellular process,21925,13090,Spring
query_1,TRUE,3.21198197751728e-05,605,1603,77,0.0480349344978166,0.127272727272727,GO:0071396,GO:BP,cellular response to lipid,21925,16418,Spring
query_1,TRUE,3.69658255279743e-05,185,1603,33,0.0205864004990643,0.178378378378378,GO:0009751,GO:BP,response to salicylic acid,21925,3633,Spring
query_1,TRUE,3.69658255279743e-05,18,1603,9,0.00561447286338116,0.5,GO:0009074,GO:BP,aromatic amino acid family catabolic process,21925,3236,Spring
query_1,TRUE,3.69658255279743e-05,18,1603,9,0.00561447286338116,0.5,GO:1902222,GO:BP,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,21925,21830,Spring
query_1,TRUE,4.7488102925892e-05,23,1603,10,0.00623830318153462,0.434782608695652,GO:0019344,GO:BP,cysteine biosynthetic process,21925,5676,Spring
query_1,TRUE,4.80493284228253e-05,162,1603,30,0.0187149095446039,0.185185185185185,GO:0010118,GO:BP,stomatal movement,21925,3910,Spring
query_1,TRUE,5.18409476119411e-05,772,1603,92,0.0573923892701185,0.119170984455959,GO:1901701,GO:BP,cellular response to oxygen-containing compound,21925,21372,Spring
query_1,TRUE,7.02550280212371e-05,46,1603,14,0.00873362445414847,0.304347826086957,GO:0009407,GO:BP,toxin catabolic process,21925,3458,Spring
query_1,TRUE,7.90947923501275e-05,999,1603,112,0.0698689956331878,0.112112112112112,GO:0009755,GO:BP,hormone-mediated signaling pathway,21925,3637,Spring
