query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,Upregulated
query_1,TRUE,4.61665539668487e-11,254,670,34,0.0507462686567164,0.133858267716535,GO:0042254,GO:BP,ribosome biogenesis,21925,9967,Lower LST
query_1,TRUE,1.03775498911336e-10,192,670,29,0.0432835820895522,0.151041666666667,GO:0009658,GO:BP,chloroplast organization,21925,3559,Lower LST
query_1,TRUE,6.70412441972109e-10,764,670,61,0.091044776119403,0.0798429319371728,GO:0009416,GO:BP,response to light stimulus,21925,3466,Lower LST
query_1,TRUE,1.60134442873997e-09,781,670,61,0.091044776119403,0.0781049935979513,GO:0009314,GO:BP,response to radiation,21925,3446,Lower LST
query_1,TRUE,9.10903899417609e-09,5728,670,249,0.371641791044776,0.0434706703910615,GO:0009059,GO:BP,macromolecule biosynthetic process,21925,3221,Lower LST
query_1,TRUE,1.35809336371657e-08,5284,670,233,0.347761194029851,0.0440953822861469,GO:0010467,GO:BP,gene expression,21925,4144,Lower LST
query_1,TRUE,1.36690678513673e-08,365,670,37,0.0552238805970149,0.101369863013699,GO:0022613,GO:BP,ribonucleoprotein complex biogenesis,21925,6587,Lower LST
query_1,TRUE,4.39280800370932e-08,64,670,15,0.0223880597014925,0.234375,GO:0009644,GO:BP,response to high light intensity,21925,3548,Lower LST
query_1,TRUE,4.49371254177311e-08,1115,670,73,0.108955223880597,0.0654708520179372,GO:0044085,GO:BP,cellular component biogenesis,21925,10811,Lower LST
query_1,TRUE,6.55262056443072e-08,1014,670,68,0.101492537313433,0.0670611439842209,GO:0006996,GO:BP,organelle organization,21925,2598,Lower LST
query_1,TRUE,1.1536763547503e-07,154,670,22,0.0328358208955224,0.142857142857143,GO:0009642,GO:BP,response to light intensity,21925,3546,Lower LST
query_1,TRUE,2.53794428139435e-07,2788,670,138,0.205970149253731,0.0494978479196557,GO:0071840,GO:BP,cellular component organization or biogenesis,21925,16709,Lower LST
query_1,TRUE,1.66442959430802e-06,4407,670,193,0.288059701492537,0.0437939641479465,GO:0019538,GO:BP,protein metabolic process,21925,5841,Lower LST
query_1,TRUE,2.38891724143928e-06,10881,670,401,0.598507462686567,0.0368532304016175,GO:0044238,GO:BP,primary metabolic process,21925,10839,Lower LST
query_1,TRUE,3.42171071141419e-06,20,670,8,0.0119402985074627,0.4,GO:0032544,GO:BP,plastid translation,21925,7581,Lower LST
query_1,TRUE,5.1036591036118e-06,21,670,8,0.0119402985074627,0.380952380952381,GO:0019685,GO:BP,photosynthesis, dark reaction,21925,5971,Lower LST
query_1,TRUE,5.1036591036118e-06,21,670,8,0.0119402985074627,0.380952380952381,GO:0019253,GO:BP,reductive pentose-phosphate cycle,21925,5594,Lower LST
query_1,TRUE,7.18127435975317e-06,10,670,6,0.00895522388059702,0.6,GO:0009768,GO:BP,photosynthesis, light harvesting in photosystem I,21925,3649,Lower LST
query_1,TRUE,8.73782139416823e-06,151,670,19,0.0283582089552239,0.125827814569536,GO:0048511,GO:BP,rhythmic process,21925,12629,Lower LST
query_1,TRUE,9.32900924261143e-06,71,670,13,0.0194029850746269,0.183098591549296,GO:0046686,GO:BP,response to cadmium ion,21925,12152,Lower LST
query_1,TRUE,3.74681008666832e-05,4,670,4,0.00597014925373134,1,GO:0009769,GO:BP,photosynthesis, light harvesting in photosystem II,21925,3650,Lower LST
query_1,TRUE,4.10196803595288e-05,27,670,8,0.0119402985074627,0.296296296296296,GO:0015977,GO:BP,carbon fixation,21925,5034,Lower LST
query_1,TRUE,6.903437446374e-05,142,670,17,0.0253731343283582,0.119718309859155,GO:0007623,GO:BP,circadian rhythm,21925,3066,Lower LST
query_1,TRUE,7.8306286494041e-05,21,670,7,0.0104477611940299,0.333333333333333,GO:0010380,GO:BP,regulation of chlorophyll biosynthetic process,21925,4077,Lower LST
query_1,TRUE,9.34844815118818e-05,30,670,8,0.0119402985074627,0.266666666666667,GO:1901401,GO:BP,regulation of tetrapyrrole metabolic process,21925,21160,Lower LST
