query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,Upregulated
query_1,TRUE,6.79058223779994e-06,317,1097,39,0.0355515041020966,0.123028391167192,GO:1901605,GO:BP,alpha-amino acid metabolic process,21925,21311,Upper LST
query_1,TRUE,7.17644723861363e-06,32,1097,11,0.0100273473108478,0.34375,GO:0031407,GO:BP,oxylipin metabolic process,21925,7119,Upper LST
query_1,TRUE,7.9957849500247e-06,39,1097,12,0.0109389243391067,0.307692307692308,GO:0019395,GO:BP,fatty acid oxidation,21925,5722,Upper LST
query_1,TRUE,8.44653890109402e-06,271,1097,35,0.0319051959890611,0.129151291512915,GO:0019748,GO:BP,secondary metabolic process,21925,6000,Upper LST
query_1,TRUE,8.49128882895996e-06,54,1097,14,0.0127620783956244,0.259259259259259,GO:0072329,GO:BP,monocarboxylic acid catabolic process,21925,17118,Upper LST
query_1,TRUE,8.51204080425658e-06,686,1097,66,0.0601640838650866,0.0962099125364431,GO:0044283,GO:BP,small molecule biosynthetic process,21925,10852,Upper LST
query_1,TRUE,9.70133358044629e-06,1061,1097,91,0.0829535095715588,0.0857681432610745,GO:0032870,GO:BP,cellular response to hormone stimulus,21925,7810,Upper LST
query_1,TRUE,9.87259858833277e-06,1062,1097,91,0.0829535095715588,0.0856873822975518,GO:0071495,GO:BP,cellular response to endogenous stimulus,21925,16497,Upper LST
query_1,TRUE,9.87259858833277e-06,323,1097,39,0.0355515041020966,0.120743034055728,GO:0097306,GO:BP,cellular response to alcohol,21925,18346,Upper LST
query_1,TRUE,9.87259858833277e-06,323,1097,39,0.0355515041020966,0.120743034055728,GO:0071215,GO:BP,cellular response to abscisic acid stimulus,21925,16247,Upper LST
query_1,TRUE,1.78638812665155e-05,175,1097,26,0.0237010027347311,0.148571428571429,GO:0044272,GO:BP,sulfur compound biosynthetic process,21925,10846,Upper LST
query_1,TRUE,1.78638812665155e-05,573,1097,57,0.0519598906107566,0.0994764397905759,GO:0048827,GO:BP,phyllome development,21925,12905,Upper LST
query_1,TRUE,2.82025521877817e-05,299,1097,36,0.03281677301732,0.120401337792642,GO:0030001,GO:BP,metal ion transport,21925,6613,Upper LST
query_1,TRUE,2.90981632173834e-05,287,1097,35,0.0319051959890611,0.121951219512195,GO:0042592,GO:BP,homeostatic process,21925,10159,Upper LST
query_1,TRUE,2.91966753730245e-05,44,1097,12,0.0109389243391067,0.272727272727273,GO:0170035,GO:BP,L-amino acid catabolic process,21925,20022,Upper LST
query_1,TRUE,2.93023126587241e-05,772,1097,70,0.0638103919781221,0.0906735751295337,GO:1901701,GO:BP,cellular response to oxygen-containing compound,21925,21372,Upper LST
query_1,TRUE,2.93023126587241e-05,30,1097,10,0.00911577028258888,0.333333333333333,GO:0031408,GO:BP,oxylipin biosynthetic process,21925,7120,Upper LST
query_1,TRUE,3.59810447643243e-05,253,1097,32,0.0291704649042844,0.126482213438735,GO:0048878,GO:BP,chemical homeostasis,21925,12950,Upper LST
query_1,TRUE,3.75820950010793e-05,128,1097,21,0.0191431175934366,0.1640625,GO:0098771,GO:BP,inorganic ion homeostasis,21925,18637,Upper LST
query_1,TRUE,3.80452864401942e-05,5102,1097,321,0.292616226071103,0.0629165033320267,GO:0050789,GO:BP,regulation of biological process,21925,13086,Upper LST
query_1,TRUE,4.23366079724032e-05,219,1097,29,0.0264357338195077,0.132420091324201,GO:0010038,GO:BP,response to metal ion,21925,3832,Upper LST
query_1,TRUE,5.41753039461522e-05,72,1097,15,0.0136736554238833,0.208333333333333,GO:0016036,GO:BP,cellular response to phosphate starvation,21925,5048,Upper LST
query_1,TRUE,5.88090431414993e-05,612,1097,58,0.0528714676390155,0.0947712418300654,GO:0009893,GO:BP,positive regulation of metabolic process,21925,3738,Upper LST
query_1,TRUE,6.07509296183194e-05,556,1097,54,0.0492251595259799,0.0971223021582734,GO:0046394,GO:BP,carboxylic acid biosynthetic process,21925,11956,Upper LST
query_1,TRUE,6.07509296183194e-05,363,1097,40,0.0364630811303555,0.110192837465565,GO:0042742,GO:BP,defense response to bacterium,21925,10242,Upper LST
query_1,TRUE,6.07509296183194e-05,556,1097,54,0.0492251595259799,0.0971223021582734,GO:0016053,GO:BP,organic acid biosynthetic process,21925,5061,Upper LST
query_1,TRUE,6.07509296183194e-05,143,1097,22,0.0200546946216955,0.153846153846154,GO:1901657,GO:BP,glycosyl compound metabolic process,21925,21343,Upper LST
query_1,TRUE,6.27127519886213e-05,26,1097,9,0.00820419325432999,0.346153846153846,GO:0006787,GO:BP,porphyrin-containing compound catabolic process,21925,2465,Upper LST
query_1,TRUE,6.27127519886213e-05,26,1097,9,0.00820419325432999,0.346153846153846,GO:0033015,GO:BP,tetrapyrrole catabolic process,21925,7923,Upper LST
query_1,TRUE,8.01776124427331e-05,605,1097,57,0.0519598906107566,0.0942148760330579,GO:0071396,GO:BP,cellular response to lipid,21925,16418,Upper LST
query_1,TRUE,9.74035503518059e-05,21,1097,8,0.0072926162260711,0.380952380952381,GO:0015996,GO:BP,chlorophyll catabolic process,21925,5044,Upper LST
