query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,Upregulated
query_1,TRUE,3.45664382334163e-07,128,863,22,0.0254924681344148,0.171875,GO:0016054,GO:BP,organic acid catabolic process,21925,5062,Spiekeroog
query_1,TRUE,3.45664382334163e-07,128,863,22,0.0254924681344148,0.171875,GO:0046395,GO:BP,carboxylic acid catabolic process,21925,11957,Spiekeroog
query_1,TRUE,3.60805450164561e-07,266,863,33,0.0382387022016222,0.12406015037594,GO:0001666,GO:BP,response to hypoxia,21925,375,Spiekeroog
query_1,TRUE,5.11639464446455e-07,270,863,33,0.0382387022016222,0.122222222222222,GO:0036293,GO:BP,response to decreased oxygen levels,21925,9457,Spiekeroog
query_1,TRUE,5.47457228007012e-07,271,863,33,0.0382387022016222,0.121771217712177,GO:0070482,GO:BP,response to oxygen levels,21925,15915,Spiekeroog
query_1,TRUE,7.16028244394555e-07,275,863,33,0.0382387022016222,0.12,GO:0170033,GO:BP,L-amino acid metabolic process,21925,20020,Spiekeroog
query_1,TRUE,7.16028244394555e-07,317,863,36,0.0417149478563152,0.113564668769716,GO:1901605,GO:BP,alpha-amino acid metabolic process,21925,21311,Spiekeroog
query_1,TRUE,7.16028244394555e-07,38,863,12,0.0139049826187717,0.31578947368421,GO:0043562,GO:BP,cellular response to nitrogen levels,21925,10674,Spiekeroog
query_1,TRUE,7.16028244394555e-07,1488,863,103,0.119351100811124,0.0692204301075269,GO:0009607,GO:BP,response to biotic stimulus,21925,3521,Spiekeroog
query_1,TRUE,7.16028244394555e-07,407,863,42,0.048667439165701,0.103194103194103,GO:0048366,GO:BP,leaf development,21925,12534,Spiekeroog
query_1,TRUE,9.96685303282676e-07,83,863,17,0.0196987253765933,0.204819277108434,GO:0042430,GO:BP,indole-containing compound metabolic process,21925,10078,Spiekeroog
query_1,TRUE,1.02845127144856e-06,280,863,33,0.0382387022016222,0.117857142857143,GO:0170039,GO:BP,proteinogenic amino acid metabolic process,21925,20026,Spiekeroog
query_1,TRUE,1.14293481676022e-06,2966,863,174,0.20162224797219,0.0586648685097775,GO:0032501,GO:BP,multicellular organismal process,21925,7557,Spiekeroog
query_1,TRUE,1.54679103520769e-06,2117,863,133,0.154113557358053,0.0628247520075579,GO:0048731,GO:BP,system development,21925,12821,Spiekeroog
query_1,TRUE,1.613726479962e-06,5102,863,269,0.3117033603708,0.0527244217953744,GO:0050789,GO:BP,regulation of biological process,21925,13086,Spiekeroog
query_1,TRUE,1.613726479962e-06,2536,863,153,0.17728852838934,0.0603312302839117,GO:0051234,GO:BP,establishment of localization,21925,13403,Spiekeroog
query_1,TRUE,1.67434517912884e-06,67,863,15,0.0173812282734647,0.223880597014925,GO:0061919,GO:BP,process utilizing autophagic mechanism,21925,15503,Spiekeroog
query_1,TRUE,1.67434517912884e-06,67,863,15,0.0173812282734647,0.223880597014925,GO:0006914,GO:BP,autophagy,21925,2552,Spiekeroog
query_1,TRUE,1.69538472217118e-06,2477,863,150,0.173812282734647,0.060557125555107,GO:0006810,GO:BP,transport,21925,2482,Spiekeroog
query_1,TRUE,1.7016467326865e-06,686,863,58,0.06720741599073,0.0845481049562682,GO:0044283,GO:BP,small molecule biosynthetic process,21925,10852,Spiekeroog
query_1,TRUE,2.1637777051868e-06,556,863,50,0.0579374275782155,0.0899280575539568,GO:0016053,GO:BP,organic acid biosynthetic process,21925,5061,Spiekeroog
query_1,TRUE,2.1637777051868e-06,556,863,50,0.0579374275782155,0.0899280575539568,GO:0046394,GO:BP,carboxylic acid biosynthetic process,21925,11956,Spiekeroog
query_1,TRUE,2.77950803622155e-06,1189,863,85,0.0984936268829664,0.071488645920942,GO:0099402,GO:BP,plant organ development,21925,18844,Spiekeroog
query_1,TRUE,2.8519616963988e-06,821,863,65,0.0753186558516802,0.0791717417783191,GO:0048522,GO:BP,positive regulation of cellular process,21925,12638,Spiekeroog
query_1,TRUE,3.63324680161367e-06,137,863,21,0.0243337195828505,0.153284671532847,GO:0051094,GO:BP,positive regulation of developmental process,21925,13316,Spiekeroog
query_1,TRUE,5.11727078208639e-06,4693,863,248,0.287369640787949,0.0528446622629448,GO:0050794,GO:BP,regulation of cellular process,21925,13090,Spiekeroog
query_1,TRUE,5.34923090685972e-06,178,863,24,0.0278099652375435,0.134831460674157,GO:0044282,GO:BP,small molecule catabolic process,21925,10851,Spiekeroog
query_1,TRUE,6.38166602836716e-06,220,863,27,0.0312862108922364,0.122727272727273,GO:0008652,GO:BP,amino acid biosynthetic process,21925,3209,Spiekeroog
query_1,TRUE,6.70087770238772e-06,463,863,43,0.0498261877172654,0.0928725701943845,GO:0009617,GO:BP,response to bacterium,21925,3529,Spiekeroog
query_1,TRUE,1.13861129183833e-05,573,863,49,0.0567786790266512,0.0855148342059337,GO:0048827,GO:BP,phyllome development,21925,12905,Spiekeroog
query_1,TRUE,1.13861129183833e-05,489,863,44,0.0509849362688297,0.0899795501022495,GO:0032787,GO:BP,monocarboxylic acid metabolic process,21925,7765,Spiekeroog
query_1,TRUE,1.49113680793685e-05,1012,863,73,0.0845886442641947,0.0721343873517787,GO:0048367,GO:BP,shoot system development,21925,12535,Spiekeroog
query_1,TRUE,2.21280058435259e-05,604,863,50,0.0579374275782155,0.0827814569536424,GO:0009737,GO:BP,response to abscisic acid,21925,3619,Spiekeroog
query_1,TRUE,2.5405645141199e-05,44,863,11,0.0127462340672074,0.25,GO:0170035,GO:BP,L-amino acid catabolic process,21925,20022,Spiekeroog
query_1,TRUE,8.51668741927011e-05,1239,863,82,0.0950173812282735,0.066182405165456,GO:0055085,GO:BP,transmembrane transport,21925,14029,Spiekeroog
query_1,TRUE,9.77845483607354e-05,316,863,31,0.0359212050984936,0.0981012658227848,GO:0009636,GO:BP,response to toxic substance,21925,3540,Spiekeroog
query_1,TRUE,9.86105506145276e-05,2644,863,149,0.172653534183082,0.0563540090771558,GO:0080090,GO:BP,regulation of primary metabolic process,21925,17565,Spiekeroog
