query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,Upregulated
query_1,TRUE,2.12918796375346e-06,20,426,7,0.0164319248826291,0.35,GO:0032544,GO:BP,plastid translation,21925,7581,Brachwitz
query_1,TRUE,2.56693828845114e-06,30,426,8,0.0187793427230047,0.266666666666667,GO:0042548,GO:BP,regulation of photosynthesis, light reaction,21925,10146,Brachwitz
query_1,TRUE,3.03126894448029e-06,55,426,10,0.0234741784037559,0.181818181818182,GO:0009631,GO:BP,cold acclimation,21925,3538,Brachwitz
query_1,TRUE,4.2604341432441e-06,32,426,8,0.0187793427230047,0.25,GO:0043467,GO:BP,regulation of generation of precursor metabolites and energy,21925,10618,Brachwitz
query_1,TRUE,4.40628545732643e-06,4,426,4,0.00938967136150235,1,GO:0009769,GO:BP,photosynthesis, light harvesting in photosystem II,21925,3650,Brachwitz
query_1,TRUE,9.26015099764754e-06,426,426,26,0.0610328638497653,0.0610328638497653,GO:0006979,GO:BP,response to oxidative stress,21925,2591,Brachwitz
query_1,TRUE,1.21157976009502e-05,224,426,18,0.0422535211267606,0.0803571428571429,GO:0104004,GO:BP,cellular response to environmental stimulus,21925,18951,Brachwitz
query_1,TRUE,1.21157976009502e-05,224,426,18,0.0422535211267606,0.0803571428571429,GO:0071214,GO:BP,cellular response to abiotic stimulus,21925,16246,Brachwitz
query_1,TRUE,1.71836362876571e-05,27,426,7,0.0164319248826291,0.259259259259259,GO:0010207,GO:BP,photosystem II assembly,21925,3976,Brachwitz
query_1,TRUE,3.0373244057444e-05,19,426,6,0.0140845070422535,0.31578947368421,GO:0009645,GO:BP,response to low light intensity stimulus,21925,3549,Brachwitz
query_1,TRUE,3.53040193262711e-05,242,426,18,0.0422535211267606,0.0743801652892562,GO:0009639,GO:BP,response to red or far red light,21925,3543,Brachwitz
query_1,TRUE,7.61132870831757e-05,13,426,5,0.0117370892018779,0.384615384615385,GO:0010206,GO:BP,photosystem II repair,21925,3975,Brachwitz
